accession	tax_id	scientific_name	description	last_updated	base_count	first_public
M22210	7227	Drosophila melanogaster	D.melanogaster thermostable FAST alcohol dehydrogenase allele gene, complete cds.	2006-11-14	2075	1991-07-01
M60979	7237	Drosophila pseudoobscura	Drosophila pseudoobscura (strain AH43) alcohol dehydrogenase (adh) gene, complete cds.	2006-11-14	3481	1992-04-30
M62851	7277	Drosophila wheeleri	D.wheeleri alcohol dehydrogenase-2 (ADH-2) gene, complete cds.	2006-11-14	924	1991-04-10
X60112	30013	Drosophila madeirensis	D.madeirensis Adh and Adh-dup genes for alcohol dehydrogenase	2006-11-14	3881	1993-08-25
M62741	7263	Drosophila arizonae	D.arizonae alcohol dehydrogenase-2 (ADH-2) gene, complete cds.	2006-11-14	909	1991-07-11
DQ471626	30041	Drosophila polychaeta	Drosophila polychaeta strain X115 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
JX455214	7240	Drosophila simulans	Drosophila simulans isolate HW05 alcohol dehydrogenase (Adhr) gene, intron 1.	2014-01-02	480	2012-09-03
KX976487	7245	Drosophila yakuba	Drosophila yakuba isolate Yakuba_SJ_1 alcohol dehydrogenase (Adh) mRNA, complete cds.	2016-11-12	771	2016-11-12
KX976488	7245	Drosophila yakuba	Drosophila yakuba isolate Yakuba_SJ4 alcohol dehydrogenase (Adh) mRNA, complete cds.	2016-11-12	771	2016-11-12
KX976516	7245	Drosophila yakuba	Drosophila yakuba isolate Yakuba_1_6 alcohol dehydrogenase (Adh) mRNA, complete cds.	2016-11-12	771	2016-11-12
KX976507	7245	Drosophila yakuba	Drosophila yakuba isolate Yakuba_BAR_1000_2 alcohol dehydrogenase (Adh) mRNA, complete cds.	2016-11-12	771	2016-11-12
U95262	7260	Drosophila willistoni	Drosophila willistoni Manaus II alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-18	1172	1999-01-06
U95264	7260	Drosophila willistoni	Drosophila willistoni Manaus IV alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-18	1172	1999-01-06
X60113	7266	Drosophila guanche	D.guanche Adh and Adh-dup genes for alcohol dehydrogenase	2006-11-14	4433	1993-08-25
AB669832	1084812	Drosophila neoasahinai	Drosophila neoasahinai Adh gene for alcohol dehydrogenase, partial cds, strain: OKNH2K.	2014-01-02	837	2014-01-02
AB669866	109356	Drosophila leontia	Drosophila leontia Adh gene for alcohol dehydrogenase, partial cds, strain: SWB196.	2014-01-02	832	2014-01-02
AF136657	95109	Drosophila americana americana	Drosophila americana americana G96.36X alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF175219	7227	Drosophila melanogaster	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k37 allele, complete cds.	1999-12-21	951	1999-10-06
AF459757	114631	Drosophila greeni	Drosophila greeni alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
KJ767238	7227	Drosophila melanogaster	Drosophila melanogaster strain Canton S alcohol dehydrogenase (Adh) gene, partial cds.	2014-10-29	872	2014-09-04
L78920	7270	Drosophila mimica	Drosophila mimica (strain 15292-2561.0) alcohol dehydrogenase gene, partial cds.	2005-04-17	822	1996-06-25
M97638	7250	Drosophila immigrans	Drosophila immigrans alcohol dehydrogenase (Adh and Adh-dup) genes, complete cds.	2006-11-14	3142	1993-06-05
AB669851	111875	Drosophila jambulina	Drosophila jambulina Adh gene for alcohol dehydrogenase, partial cds, strain: F76.	2014-01-02	831	2014-01-02
AF459776	34677	Drosophila tsacasi	Drosophila tsacasi alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
AF459777	137353	Drosophila baimaii	Drosophila baimaii alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
EF216311	7281	Drosophila microlabis	Drosophila microlabis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2010-09-07	370	2007-06-10
L78925	7270	Drosophila mimica	Drosophila mimica (strain 15292-2561.5) alcohol dehydrogenase gene, partial cds.	2005-04-17	822	1996-06-25
U64530	7237	Drosophila pseudoobscura	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS254 allele, complete cds.	2005-04-18	3456	1996-08-16
AB669826	47315	Drosophila auraria	Drosophila auraria Adh gene for alcohol dehydrogenase, partial cds, strain: A662.	2014-01-02	843	2014-01-02
AB669831	1084812	Drosophila neoasahinai	Drosophila neoasahinai Adh gene for alcohol dehydrogenase, partial cds, strain: KMJM37.	2014-01-02	838	2014-01-02
AB669836	137068	Drosophila subauraria	Drosophila subauraria Adh gene for alcohol dehydrogenase, partial cds, strain: KT4.	2014-01-02	842	2014-01-02
AB669837	137068	Drosophila subauraria	Drosophila subauraria Adh gene for alcohol dehydrogenase, partial cds, strain: ONM29.	2014-01-02	842	2014-01-02
AB669856	94109	Drosophila watanabei	Drosophila watanabei Adh gene for alcohol dehydrogenase, partial cds, strain: SWB248.	2014-01-02	826	2014-01-02
AB669869	307244	Drosophila ogumai	Drosophila ogumai Adh gene for alcohol dehydrogenase, partial cds, strain: RGN3.	2014-01-02	837	2014-01-02
AB669871	307242	Drosophila ohnishii	Drosophila ohnishii Adh gene for alcohol dehydrogenase, partial cds, strain: MMY309.	2014-01-02	844	2014-01-02
AB669879	7274	Drosophila serrata	Drosophila serrata Adh gene for alcohol dehydrogenase, partial cds, strain: Q122.	2014-01-02	839	2014-01-02
AF136662	95109	Drosophila americana americana	Drosophila americana americana G96.46X alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF136680	95109	Drosophila americana americana	Drosophila americana americana G96.21Y alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF136690	95109	Drosophila americana americana	Drosophila americana americana G96.48Y alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF136707	40372	Drosophila americana texana	Drosophila americana texana LP97.07 alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF175214	7227	Drosophila melanogaster	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h21 allele, complete cds.	1999-12-21	951	1999-10-06
AF201424	7227	Drosophila melanogaster	Drosophila melanogaster isolate Zimbabwe 53 alcohol dehydrogenase (Adhr) gene, intron 1.	2006-11-14	494	2000-07-03
AF459744	7246	Drosophila affinis	Drosophila affinis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
AF459755	30050	Drosophila varians	Drosophila varians alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
AF459773	67532	Drosophila quadraria	Drosophila quadraria alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
AF459778	73155	Drosophila biauraria	Drosophila biauraria alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
AF459782	137077	Drosophila parvula	Drosophila parvula alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
AM181670	103775	Drosophila gunungcola	Drosophila gunungcola partial adh gene for alcohol dehydrogenase, exons 1-3	2006-11-14	628	2006-02-15
EU999243	40366	Drosophila americana	Drosophila americana isolate FP99.45 alcohol dehydrogenase (Adh) gene, partial cds.	2008-09-09	845	2008-09-09
L78921	7270	Drosophila mimica	Drosophila mimica (strain 15292-2561.1) alcohol dehydrogenase gene, partial cds.	2005-04-17	822	1996-06-25
U64540	7237	Drosophila pseudoobscura	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS296 allele, complete cds.	2005-04-18	3475	1996-08-16
U64552	7237	Drosophila pseudoobscura	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS336 allele, complete cds.	2005-04-18	3490	1996-08-16
AF136685	95109	Drosophila americana americana	Drosophila americana americana G96.36Y alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF136691	95109	Drosophila americana americana	Drosophila americana americana G96.10Y alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF459769	137354	Drosophila barbarae	Drosophila barbarae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
AF459770	46829	Drosophila birchii	Drosophila birchii alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
AB669846	73917	Drosophila seguyi	Drosophila seguyi Adh gene for alcohol dehydrogenase, partial cds, strain: K59.	2014-01-02	835	2014-01-02
AB669854	60717	Drosophila punjabiensis	Drosophila punjabiensis Adh gene for alcohol dehydrogenase, partial cds, strain: NHO122.	2014-01-02	836	2014-01-02
EF560578	306030	Drosophila viracochi	Drosophila viracochi pop-variant Bogota alcohol dehydrogenase (adh) gene, partial cds.	2008-07-12	624	2008-05-01
U64541	7237	Drosophila pseudoobscura	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS301 allele, complete cds.	2005-04-18	3500	1996-08-16
AF459779	137072	Drosophila kanapiae	Drosophila kanapiae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
AF136669	95109	Drosophila americana americana	Drosophila americana americana G96.27X alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
U64525	7237	Drosophila pseudoobscura	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS236 allele, complete cds.	2005-04-18	3472	1996-08-16
U64534	7237	Drosophila pseudoobscura	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS268 allele, complete cds.	2005-04-18	3477	1996-08-16
U76472	7224	Drosophila hydei	Drosophila hydei strain 4 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	2005-04-18	897	1996-11-19
AF136679	95109	Drosophila americana americana	Drosophila americana americana D.am-.0Y alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AY541090	198719	Drosophila innubila	Drosophila innubila strain CH1_M3 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	2005-08-24	555	2004-12-13
AY541213	7279	Drosophila falleni	Drosophila falleni strain Roc_M3 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	2005-08-04	554	2005-03-01
LC057204	1660392	Drosophila sp. 14028-0511.00	Drosophila sp. 14028-0511.00 Adh gene for alcohol dehydrogenase, partial cds.	2019-06-04	838	2019-06-04
AY364507	7230	Drosophila mojavensis	Drosophila mojavensis strain MJS 133 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	2005-04-16	880	2004-01-30
AY364517	7230	Drosophila mojavensis	Drosophila mojavensis strain MJS 122 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	2005-04-16	879	2004-01-30
AY541091	198719	Drosophila innubila	Drosophila innubila strain CH1_M4 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	2005-08-24	555	2004-12-13
AY541092	198719	Drosophila innubila	Drosophila innubila strain CH2_M25 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	2005-08-24	555	2004-12-13
AB669860	103765	Drosophila bocki	Drosophila bocki Adh gene for alcohol dehydrogenase, partial cds, strain: IR2-37.	2014-01-02	831	2014-01-02
AB669867	74550	Drosophila lini	Drosophila lini Adh gene for alcohol dehydrogenase, partial cds, strain: BG3146.1.	2014-01-02	844	2014-01-02
AB669884	1084936	Drosophila fengkainensis	Drosophila fengkainensis Adh gene for alcohol dehydrogenase, partial cds, strain: const-MTK.	2014-01-02	841	2014-01-02
AB669893	137078	Drosophila truncata	Drosophila truncata Adh gene for alcohol dehydrogenase, partial cds, strain: RGN10 D225.	2014-01-02	830	2014-01-02
AB703315	7246	Drosophila affinis	Drosophila affinis Adh gene for alcohol dehydrogenase, partial cds, clone: D.affinis.	2012-03-18	405	2012-03-18
AH011593	29029	Drosophila eugracilis	Drosophila eugracilis strain 4026-0451.0 alcohol dehydrogenase (Adh) gene, partial cds.	2016-04-08	566	2016-04-08
AY340282	40366	Drosophila americana	Drosophila americana pop-variant DN01.02X alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-16	881	2003-08-13
AY364496	7230	Drosophila mojavensis	Drosophila mojavensis strain MJS 68 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	2005-04-16	880	2004-01-30
AY364498	7230	Drosophila mojavensis	Drosophila mojavensis strain MJS 93 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	2005-04-16	880	2004-01-30
AY364518	7230	Drosophila mojavensis	Drosophila mojavensis strain MJS 154 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	2005-04-16	879	2004-01-30
AY541098	198719	Drosophila innubila	Drosophila innubila strain CH3_M78 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	2005-08-24	555	2004-12-13
AY541099	198719	Drosophila innubila	Drosophila innubila strain CH4_M1 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	2005-08-24	555	2004-12-13
EF216310	426742	Drosophila dianensis	Drosophila dianensis alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.	2010-09-07	429	2007-06-10
M60989	46244	Drosophila pseudoobscura bogotana	Drosophila pseudoobscura (subsp. bogotana, strain BOGER) alcohol dehydrogenase (adh) gene, complete cds.	2008-10-03	3479	1992-01-26
AY541094	198719	Drosophila innubila	Drosophila innubila strain CH2_M4 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	2005-08-24	522	2004-12-13
X54813	7216	Drosophila ambigua	D.ambigua gene for alcohol dehydrogenase (ADH) (EC 1.1.1.1)	2006-11-14	4185	1991-07-23
AY340281	40366	Drosophila americana	Drosophila americana pop-variant DN01.01X alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-16	881	2003-08-13
KJ767241	7240	Drosophila simulans	Drosophila simulans strain 14021-0251.167 alcohol dehydrogenase (Adh) gene, partial cds.	2014-10-29	868	2014-09-04
LC057199	94114	Drosophila trilutea	Drosophila trilutea Adh gene for alcohol dehydrogenase, partial cds, strain: VT05-ST.	2019-06-04	831	2019-06-04
AY874375	7241	Drosophila subobscura	Drosophila subobscura strain line 36 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	2005-05-31	1406	2005-05-31
AY874363	7241	Drosophila subobscura	Drosophila subobscura strain line 3a alcohol dehydrogenase (Adh-Twain) gene, partial cds.	2005-05-31	1425	2005-05-31
U76482	7231	Drosophila mulleri	Drosophila mulleri strain -1371.19 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	2005-04-18	902	1997-03-06
AY154850	7263	Drosophila arizonae	Drosophila arizonae strain AR00 14 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	2005-04-16	878	2003-03-03
AY154861	7263	Drosophila arizonae	Drosophila arizonae strain ARTU 34 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	2005-04-16	880	2003-03-03
AB669842	114631	Drosophila greeni	Drosophila greeni Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0712.00.	2014-01-02	830	2014-01-02
AY044126	7291	Drosophila albomicans	Drosophila albomicans alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	2006-11-14	725	2002-08-06
LC057198	29030	Drosophila takahashii	Drosophila takahashii Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0311.06.	2019-06-04	830	2019-06-04
M17834	7227	Drosophila melanogaster	D.melanogaster (strain Fr-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.	2006-11-14	2769	1991-07-01
M17837	7227	Drosophila melanogaster	D.melanogaster (strain Ja-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.	2006-11-14	7242	1991-07-01
AB932668	133991	Drosophila polymorpha	Drosophila polymorpha Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2231.00.	2014-10-26	833	2014-10-26
AB932670	95624	Drosophila quinaria	Drosophila quinaria Adh gene for alcohol dehydrogenase, partial cds, strain: E-17701-1.	2014-10-26	851	2014-10-26
AY044122	157053	Drosophila annulipes	Drosophila annulipes alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	2006-11-14	722	2002-08-06
AY154847	7263	Drosophila arizonae	Drosophila arizonae strain AR00 1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	2005-04-16	878	2003-03-03
AY154855	7263	Drosophila arizonae	Drosophila arizonae strain AR00 6 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	2005-04-16	880	2003-03-03
AY154857	7263	Drosophila arizonae	Drosophila arizonae strain AR00 14 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	2005-04-16	880	2003-03-03
AY154860	7263	Drosophila arizonae	Drosophila arizonae strain ARTU 24 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	2005-04-16	880	2003-03-03
AY154869	7230	Drosophila mojavensis	Drosophila mojavensis strain MJBC 80 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	2005-04-16	880	2003-03-03
M17831	7227	Drosophila melanogaster	D.melanogaster (strain Fl-2S) alcohol dehydrogenase gene (allele Adh-S), complete cds.	2006-11-14	2726	1991-07-01
M60990	46244	Drosophila pseudoobscura bogotana	Drosophila pseudoobscura bogotana strain BOG 3389.1 alcohol dehydrogenase (adh) gene, complete cds.	2006-11-14	3472	1992-04-30
AB669862	61426	Drosophila diplacantha	Drosophila diplacantha Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0586.00.	2014-01-02	829	2014-01-02
DQ471609	381457	Drosophila cf. cheda BCW-2006	Drosophila cf. cheda BCW-2006 strain 241 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
AB669885	137072	Drosophila kanapiae	Drosophila kanapiae Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0541.00.	2014-01-02	838	2014-01-02
AF067282	77129	Drosophila helvetica	Drosophila helvetica alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	2006-11-14	437	1998-07-02
AF045115	30047	Drosophila sturtevanti	Drosophila sturtevanti strain 14043-0871.2 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	2006-11-14	405	1998-06-02
AF045122	72470	Drosophila lusaltans	Drosophila lusaltans strain 14045-0891.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	2006-11-14	405	1998-06-02
AY154829	7230	Drosophila mojavensis	Drosophila mojavensis strain MJBC 35.1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	2005-04-16	880	2003-03-03
AY154838	7230	Drosophila mojavensis	Drosophila mojavensis strain MJBC 202.2 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	2005-04-16	880	2003-03-03
AY154870	7230	Drosophila mojavensis	Drosophila mojavensis strain MJBC 95.1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	2005-04-16	879	2003-03-03
AY165517	40366	Drosophila americana	Drosophila americana alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.	2006-11-14	743	2003-04-22
AY754433	7246	Drosophila affinis	Drosophila affinis alcohol dehydrogenase-like protein (Adh-r) gene, exons 2, 3 and partial cds.	2006-11-14	740	2005-04-04
AF348882	67534	Drosophila triauraria	Drosophila triauraria strain WWJ alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	2006-11-14	667	2001-04-16
AF348883	67532	Drosophila quadraria	Drosophila quadraria strain NIG alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	2006-11-14	667	2001-04-16
CK131244	7227	Drosophila melanogaster	GH25181.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH25181 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/14/2002, mRNA sequence.	2003-12-03	503	2003-12-03
AB194414	186283	Drosophila parabipectinata	Drosophila parabipectinata osp, siren1, siren2, Adh, Adhr genes for hypothetical proteins, alcohol dehydrogenase, hypothetical protein, partial and complete cds.	2006-02-27	17499	2005-05-07
CV850204	7245	Drosophila yakuba	zaa68d07.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.	2004-11-19	193	2004-11-19
CV784997	7245	Drosophila yakuba	zaa07e12.x2 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.	2004-11-12	542	2004-11-12
CV043184	7240	Drosophila simulans	dba16c04.y1 Drosophila simulans testis pSport1 library Drosophila simulans cDNA 5' similar to SW:ADH_DROSI P07163 ALCOHOL DEHYDROGENASE , mRNA sequence.	2004-08-24	393	2004-08-24
CV528161	7240	Drosophila simulans	dba57a04.y1 Drosophila simulans testis pSport1 library Drosophila simulans cDNA 5' similar to SW:ADHX_DROME P46415 ALCOHOL DEHYDROGENASE CLASS III , mRNA sequence.	2004-10-08	384	2004-10-08
AY695386	133981	Drosophila cardini	Drosophila cardini alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.	2006-11-14	1133	2006-08-01
BG632098	7227	Drosophila melanogaster	GH03334.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH03334 3 similar to CG4796: FBan0004796 'alcohol dehydrogenase, iron-dependent' located on: 3R 86D6-86D7 : 04/10/2001, mRNA sequence.	2003-12-03	798	2001-04-28
BF486174	7227	Drosophila melanogaster	AT20387.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT20387 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 04/09/2001, mRNA sequence.	2001-04-25	816	2000-12-07
BI608471	7227	Drosophila melanogaster	RH13023.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH13023 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/16/2001, mRNA sequence.	2001-09-10	530	2001-09-10
M57300	7228	Drosophila mettleri	Drosophila mettleri alcohol dehydrogenase gene, complete cds, and alcohol dehydrogenase pseudogene, complete.	2006-11-14	4616	1991-06-27
AF006566	7234	Drosophila persimilis	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.	2005-04-15	3486	1997-09-11
AY279328	30038	Drosophila mimetica	Drosophila mimetica alcohol dehydrogenase (Adh) and alcohol dehydrogenase related (Adhr) genes, complete cds.	2006-11-14	2698	2004-03-31
X04672	7238	Drosophila sechellia	Drosophila sechellia gene for alcohol dehydrogenase	2006-11-14	4582	1987-06-07
M60793	7272	Drosophila nigra	Drosophila nigra alcohol dehydrogenase gene, complete cds.	2006-11-14	894	1992-06-06
M63287	32382	Drosophila heteroneura	Drosophila heteroneura alcohol dehydrogenase gene, complete cds.	2006-11-14	1634	1991-04-04
M63390	7236	Drosophila planitibia	Drosophila planitibia alcohol dehydrogenase gene, complete cds.	2006-11-14	1616	1991-04-04
U68472	30013	Drosophila madeirensis	Drosophila madeirensis alcohol dehydrogenase (Adh) processed pseudogene.	1999-09-17	1403	1999-01-06
X62222	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3479	1992-10-16
X62236	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3479	1992-10-16
X64471	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3493	1992-10-16
X64478	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3506	1992-10-16
JF735885	614641	Drosophila tenebrosa	Drosophila tenebrosa alcohol dehydrogenase gene, partial cds.	2011-10-24	531	2011-10-24
M63303	7219	Drosophila differens	Drosophila differens alcohol dehydrogenase gene, complete cds.	2006-11-14	1630	1991-04-04
U68470	7266	Drosophila guanche	Drosophila guanche alcohol dehydrogenase (Adh) processed pseudogene.	1999-09-17	1323	1999-01-06
X62184	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3481	1992-10-16
X62186	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3501	1992-10-16
X62192	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3481	1992-10-16
X62233	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3499	1992-10-16
M19263	7240	Drosophila simulans	D.simulans alcohol dehydrogenase gene, complete cds.	2006-11-14	4607	1988-10-04
X62209	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3457	1992-10-16
X62189	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3457	1992-10-16
X62198	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3485	1992-10-16
X62200	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3480	1992-10-16
X62225	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3478	1992-10-16
X62182	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3502	1992-10-16
X62194	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3465	1992-10-16
X62203	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3499	1992-10-16
X62215	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3499	1992-10-16
X62191	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3472	1992-10-16
X64469	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3471	1992-10-16
U07641	7227	Drosophila melanogaster	Drosophila melanogaster alcohol dehydrogenase mRNA, complete cds.	2005-04-17	1140	1994-07-04
AY238779	7229	Drosophila miranda	Drosophila miranda strain SP295 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	2005-04-16	2042	2003-04-08
AY238775	7229	Drosophila miranda	Drosophila miranda strain MA32 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	2005-04-16	2042	2003-04-08
AF264078	46793	Drosophila paulistorum	Drosophila paulistorum alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	405	2000-05-30
AF264079	46795	Drosophila pavlovskiana	Drosophila pavlovskiana alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	405	2000-05-30
DQ471662	47316	Drosophila littoralis	Drosophila littoralis alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
MG684381	88882	Drosophila kepulauana	Drosophila kepulauana alcohol dehydrogenase (Adh) gene, partial cds.	2018-02-04	730	2018-02-04
U26838	40367	Drosophila flavomontana	Drosophila flavomontana alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-17	957	1995-06-30
U94199	46802	Drosophila lineosetae	Drosophila lineosetae alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-18	222	1998-02-23
U94207	46827	Drosophila tanythrix	Drosophila tanythrix alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-18	204	1998-02-23
